what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1512768323888
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1512768328311
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1512768384103
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1512768385541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1512768393095
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1512768396838
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1512768397331
error,log,,,"Error",1512768401766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768407084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768408498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1512768413668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1512768414231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1512768417863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1512768418032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1512768418417
error,log,,,"Error",1512768421880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768424921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768433801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1512768436292
error,log,,,"Error",1512768438652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768441703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768445983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1512768460398
error,log,,,"Error",1512768461569
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768464778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1512768467634
