what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1511970004230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1511970005148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1511970012024
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1511970019333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970021601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970024333
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1511970026929
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970027085
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511970030047
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970030858
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511970032672
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970033432
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511970034666
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970035275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1511970056464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1511970059704
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1511970060821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970062264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970066311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970070000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970126325
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511970131805
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970132188
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1511970135257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1511970137992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970142440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970204869
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511970204877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970207757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970211479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970219990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970223226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970252267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970254460
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970257851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970260278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970263383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970265482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970269506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970273951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970277031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970280926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970302741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970304249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970307960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511970310441
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970346775
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511970354692
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970388043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1511970394891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1511970408229
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970411888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1511970430695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1511970459716
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1511970483393
